commentDate, commentCount
2015-11-09,51
2015-11-10,60
2015-11-11,54
2015-11-12,46
2015-11-13,77
2015-11-14,62
2015-11-15,71
2015-11-16,110
2015-11-17,123
2015-11-18,85
2015-11-19,137
2015-11-20,75
2015-11-21,69
2015-11-22,39
2015-11-23,57
2015-11-24,59
2015-11-25,90
2015-11-26,134
2015-11-27,101
2015-11-28,69
2015-11-29,39
2015-11-30,54
2015-12-01,72
2015-12-02,85
2015-12-03,123
2015-12-04,123
2015-12-05,70
2015-12-06,33
2015-12-07,84
2015-12-08,94
2015-12-09,105
2015-12-10,130
2015-12-11,118
2015-12-12,87
2015-12-13,55
2015-12-14,95
2015-12-15,133
2015-12-16,104
2015-12-17,180
2015-12-18,101
2015-12-19,32
2015-12-20,39
2015-12-21,73
2015-12-22,84
2015-12-23,113
2015-12-24,116
2015-12-25,55
2015-12-26,40
2015-12-27,44
2015-12-28,120
2015-12-29,78
2015-12-30,82
2015-12-31,78
2016-01-01,72
2016-01-02,47
2016-01-03,41
2016-01-04,63
2016-01-05,66
2016-01-06,66
2016-01-07,110
2016-01-08,191
2016-01-09,196
2016-01-10,85
2016-01-11,117
2016-01-12,117
2016-01-13,127
2016-01-14,92
2016-01-15,101
2016-01-16,80
2016-01-17,50
2016-01-18,156
2016-01-19,139
2016-01-20,103
2016-01-21,114
2016-01-22,105
2016-01-23,47
2016-01-24,49
2016-01-25,66
2016-01-26,139
2016-01-27,117
2016-01-28,68
2016-01-29,119
2016-01-30,57
2016-01-31,48
2016-02-01,67
2016-02-02,152
2016-02-03,124
2016-02-04,107
2016-02-05,204
2016-02-06,189
2016-02-07,105
2016-02-08,220
2016-02-09,146
2016-02-10,98
2016-02-11,139
2016-02-12,101
2016-02-13,58
2016-02-14,73
2016-02-15,223
2016-02-16,249
2016-02-17,152
2016-02-18,171
2016-02-19,137
2016-02-20,72
2016-02-21,86
2016-02-22,198
2016-02-23,155
2016-02-24,128
2016-02-25,128
2016-02-26,176
2016-02-27,150
2016-02-28,74
2016-02-29,119
2016-03-01,78
2016-03-02,120
2016-03-03,90
2016-03-04,121
2016-03-05,59
2016-03-06,58
2016-03-07,137
2016-03-08,195
2016-03-09,176
2016-03-10,132
2016-03-11,157
2016-03-12,74
2016-03-13,82
2016-03-14,181
2016-03-15,255
2016-03-16,108
2016-03-17,169
2016-03-18,158
2016-03-19,64
2016-03-20,100
2016-03-21,76
2016-03-22,71
2016-03-23,84
2016-03-24,90
2016-03-25,71
2016-03-26,44
2016-03-27,99
2016-03-28,89
2016-03-29,139
2016-03-30,72
2016-03-31,128
2016-04-01,182
2016-04-02,62
2016-04-03,71
2016-04-04,87
2016-04-05,118
2016-04-06,124
2016-04-07,78
2016-04-08,100
2016-04-09,43
2016-04-10,54
2016-04-11,66
2016-04-12,96
2016-04-13,39
2016-04-14,87
2016-04-15,32
2016-04-16,68
2016-04-17,130
2016-04-18,72
2016-04-19,56
2016-04-20,120
2016-04-21,70
2016-04-22,63
2016-04-23,62
2016-04-24,37
2016-04-25,71
2016-04-26,101
2016-04-27,130
2016-04-28,74
2016-04-29,30
2016-04-30,34
2016-05-01,48
2016-05-02,83
2016-05-03,124
2016-05-04,96
2016-05-05,110
2016-05-06,101
2016-05-07,44
2016-05-08,63
2016-05-09,103
2016-05-10,62
2016-05-11,105
2016-05-12,71
2016-05-13,118
2016-05-14,100
2016-05-15,68
2016-05-16,127
2016-05-17,109
2016-05-18,149
2016-05-19,110
2016-05-20,75
2016-05-21,29
2016-05-22,32
2016-05-23,133
2016-05-24,108
2016-05-25,89
2016-05-26,91
2016-05-27,79
2016-05-28,50
2016-05-29,27
2016-05-30,69
2016-05-31,58
2016-06-01,107
2016-06-02,98
2016-06-03,89
2016-06-04,114
2016-06-05,98
2016-06-06,96
2016-06-07,100
2016-06-08,91
2016-06-09,57
2016-06-10,84
2016-06-11,41
2016-06-12,68
2016-06-13,100
2016-06-14,121
2016-06-15,78
2016-06-16,86
2016-06-17,93
2016-06-18,49
2016-06-19,33
2016-06-20,50
2016-06-21,71
2016-06-22,79
2016-06-23,144
2016-06-24,192
2016-06-25,75
2016-06-26,56
2016-06-27,105
2016-06-28,93
2016-06-29,97
2016-06-30,54
2016-07-01,52
2016-07-02,59
2016-07-03,34
2016-07-04,89
2016-07-05,163
2016-07-06,71
2016-07-07,88
2016-07-08,34
2016-07-09,40
2016-07-10,37
2016-07-11,120
2016-07-12,114
2016-07-13,56
2016-07-14,108
2016-07-15,116
2016-07-16,81
2016-07-17,106
2016-07-18,135
2016-07-19,261
2016-07-20,290
2016-07-21,308
2016-07-22,334
2016-07-23,137
2016-07-24,58
2016-07-25,138
2016-07-26,176
2016-07-27,60
2016-07-28,138
2016-07-29,147
2016-07-30,75
2016-07-31,90
2016-08-01,414
2016-08-02,393
2016-08-03,338
2016-08-04,203
2016-08-05,190
2016-08-06,173
2016-08-07,86
2016-08-08,332
2016-08-09,352
2016-08-10,474
2016-08-11,443
2016-08-12,254
2016-08-13,198
2016-08-14,194
2016-08-15,395
2016-08-16,201
2016-08-17,228
2016-08-18,418
2016-08-19,375
2016-08-20,174
2016-08-21,285
2016-08-22,414
2016-08-23,285
2016-08-24,323
2016-08-25,408
2016-08-26,302
2016-08-27,135
2016-08-28,192
2016-08-29,175
2016-08-30,243
2016-08-31,338
2016-09-01,535
2016-09-02,315
2016-09-03,194
2016-09-04,286
2016-09-05,423
2016-09-06,458
2016-09-07,391
2016-09-08,459
2016-09-09,259
2016-09-10,226
2016-09-11,209
2016-09-12,304
2016-09-13,329
2016-09-14,307
2016-09-15,480
2016-09-16,225
2016-09-17,202
2016-09-18,172
2016-09-19,400
2016-09-20,319
2016-09-21,345
2016-09-22,442
2016-09-23,363
2016-09-24,275
2016-09-25,213
2016-09-26,299
2016-09-27,418
2016-09-28,382
2016-09-29,341
2016-09-30,308
2016-10-01,247
2016-10-02,231
2016-10-03,313
2016-10-04,271
2016-10-05,289
2016-10-06,290
2016-10-07,276
2016-10-08,227
2016-10-09,219
2016-10-10,265
2016-10-11,374
2016-10-12,341
2016-10-13,349
2016-10-14,426
2016-10-15,149
2016-10-16,148
2016-10-17,352
2016-10-18,349
2016-10-19,282
2016-10-20,270
2016-10-21,330
2016-10-22,157
2016-10-23,227
2016-10-24,309
2016-10-25,463
2016-10-26,388
2016-10-27,270
2016-10-28,397
2016-10-29,221
2016-10-30,140
2016-10-31,263
2016-11-01,423
2016-11-02,344
2016-11-03,563
2016-11-04,224
2016-11-05,144
2016-11-06,162
2016-11-07,353
2016-11-08,396
2016-11-09,356
2016-11-10,315
2016-11-11,260
2016-11-12,144
2016-11-13,251
2016-11-14,317
2016-11-15,242
2016-11-16,289
2016-11-17,351
2016-11-18,376
2016-11-19,243
2016-11-20,245
2016-11-21,345
2016-11-22,422
2016-11-23,288
2016-11-24,278
2016-11-25,216
2016-11-26,158
2016-11-27,155
2016-11-28,226
2016-11-29,164
2016-11-30,308
2016-12-01,454
2016-12-02,434
2016-12-03,315
2016-12-04,179
2016-12-05,260
2016-12-06,397
2016-12-07,273
2016-12-08,300
2016-12-09,252
2016-12-10,164
2016-12-11,261
2016-12-12,272
2016-12-13,175
2016-12-14,276
2016-12-15,130
2016-12-16,69
2016-12-17,61
2016-12-18,60
2016-12-19,160
2016-12-20,161
2016-12-21,174
2016-12-22,236
2016-12-23,202
2016-12-24,154
2016-12-25,164
2016-12-26,214
2016-12-27,185
2016-12-28,235
2016-12-29,377
2016-12-30,362
2016-12-31,155
2017-01-01,105
2017-01-02,194
2017-01-03,312
2017-01-04,207
2017-01-05,304
2017-01-06,269
2017-01-07,199
2017-01-08,272
2017-01-09,274
2017-01-10,437
2017-01-11,422
2017-01-12,208
2017-01-13,278
2017-01-14,231
2017-01-15,246
2017-01-16,425
2017-01-17,328
2017-01-18,291
2017-01-19,399
2017-01-20,316
2017-01-21,199
2017-01-22,229
2017-01-23,333
2017-01-24,406
2017-01-25,284
2017-01-26,280
2017-01-27,331
2017-01-28,265
2017-01-29,198
2017-01-30,355
2017-01-31,430
2017-02-01,309
2017-02-02,578
2017-02-03,370
2017-02-04,268
2017-02-05,254
2017-02-06,353
2017-02-07,291
2017-02-08,289
2017-02-09,396
2017-02-10,236
2017-02-11,212
2017-02-12,226
2017-02-13,256
2017-02-14,392
2017-02-15,241
2017-02-16,162
2017-02-17,366
2017-02-18,246
2017-02-19,225
2017-02-20,325
2017-02-21,340
2017-02-22,510
2017-02-23,251
2017-02-24,211
2017-02-25,122
2017-02-26,212
2017-02-27,78
